User,ImageID,Correctness,Confidence,Comments
R1,3,1,4,
R1,21,0,1,
R1,37,1,4,
R1,6,1,2,
R1,11,1,4,
R1,31,1,4,
R1,9,1,5,
R1,38,1,3,
R1,29,1,4,
R1,18,1,1,
R1,39,1,2,
R1,28,1,1,
R1,27,1,1,
R1,34,0,1,
R1,22,1,1,
R1,10,1,1,
R1,32,1,3,
R1,16,0,3,
R1,1,1,4,
R1,26,1,2,
R1,35,1,2,
R1,24,1,2,
R1,23,1,2,
R1,36,1,1,
R1,0,0,1,
R1,20,1,4,
R1,15,1,5,
R1,8,1,2,
R1,25,1,5,
R1,12,0,3,
R1,5,1,2,
R1,33,1,5,
R1,13,1,3,
R1,4,0,3,
R1,17,0,2,
R1,19,0,1,
R1,14,0,2,
R1,30,1,4,
R1,2,1,5,
R1,7,1,3,
