User,ImageID,Correctness,Confidence,Comments
R3,13,1,4,
R3,28,1,5,
R3,37,1,4,
R3,7,0,3,
R3,38,1,4,
R3,33,1,4,
R3,20,1,4,
R3,4,1,3,
R3,39,1,2,
R3,0,1,3,
R3,12,1,4,
R3,17,1,1,
R3,23,1,3,
R3,5,1,4,
R3,30,1,5,
R3,22,1,2,
R3,10,1,4,
R3,24,1,5,
R3,34,1,4,
R3,14,1,4,
R3,27,1,4,
R3,35,1,4,
R3,18,1,3,
R3,3,1,2,
R3,8,1,3,
R3,32,1,4,
R3,21,1,2,
R3,26,1,3,
R3,31,0,1,
R3,2,1,3,
R3,36,1,4,
R3,16,1,4,
R3,25,1,4,
R3,1,1,1,
R3,6,1,4,
R3,29,1,3,
R3,9,1,2,
R3,15,1,2,
R3,11,1,2,
R3,19,0,1,
