User,ImageID,Correctness,Confidence,Comments
R2,35,1,2,
R2,14,1,3,
R2,1,1,1,
R2,0,1,3,
R2,15,1,2,
R2,29,1,4,
R2,38,1,2,
R2,36,1,5,
R2,25,0,1,
R2,17,0,2,
R2,6,1,4,
R2,33,1,4,
R2,21,0,2,
R2,16,1,3,
R2,30,1,2,
R2,10,1,2,
R2,31,0,2,
R2,4,1,3,
R2,23,1,2,
R2,5,1,2,
R2,11,1,4,
R2,12,1,4,
R2,19,1,4,
R2,34,1,2,
R2,27,1,2,
R2,20,1,3,
R2,18,1,5,
R2,24,1,4,
R2,39,1,2,
R2,2,1,4,
R2,9,1,4,
R2,37,1,5,
R2,13,1,3,
R2,7,0,2,
R2,26,1,3,
R2,28,1,3,
R2,32,1,2,
R2,22,1,4,
R2,3,1,2,
R2,8,1,2,
