User,ImageID,Correctness,Confidence,Comments
R1,24,1,2,
R1,13,0,1,
R1,6,1,1,
R1,9,1,1,
R1,15,1,2,
R1,33,1,1,
R1,35,1,2,
R1,38,1,1,
R1,31,1,2,
R1,4,0,1,
R1,36,1,1,
R1,34,1,1,
R1,7,1,1,
R1,30,1,2,
R1,2,1,1,
R1,28,1,1,
R1,23,1,1,
R1,8,1,1,
R1,22,1,2,
R1,5,1,1,
R1,16,1,1,
R1,18,0,1,
R1,12,0,1,
R1,14,0,1,
R1,21,1,1,
R1,32,1,1,
R1,25,1,1,
R1,3,1,2,
R1,19,0,1,
R1,29,1,2,
R1,17,0,1,
R1,39,0,1,
R1,11,1,1,
R1,27,0,1,
R1,0,1,1,
R1,26,1,2,
R1,10,1,1,
R1,20,1,1,
R1,1,0,1,
R1,37,1,1,
